year,timestamp,courseenrolled,motivation_required,motivation_current,motivation_advancement,motivation_careerchange,motivation_profdev,motivation_jobdisplace,motivation_relocation,motivation_indcert,motivation_financial,motivation_enrichment,motivation_curiosity,participate_openhouse,participate_instdecday,participate_oncampusinfosess,participate_titanstue,participate_womenwhodare,participate_regcollegefair,impactenr_mshscompclass,impactenr_mshscompclub,impactenr_competitions,impactenr_afterschoolprog,impactenr_summerprog,impactenr_apclass,impactenr_dualenrollclass,impactenr_familyfriend,impactenr_familyfriendinfield,impactenr_hscounslor,impactenr_employer,hear_ccmwebsite,hear_billboard,hear_tv,hear_radio,hear_socmedia,hear_communityevent,hear_familyfriend,hear_employer,hear_ccmstudent,hear_ccmalumni,hear_hs,impactatt_affordable,impactatt_locconvenience,impactatt_progchoice,impactatt_onlineoff,impactatt_familyfriend,impactatt_facultystaff,impactatt_reputation,impactatt_scholarships,impactatt_transferstud,impactatt_smallclass,impactatt_extracurricula,degreeenrolled,infosource_hscounselor,infosource_ccmwebsite,infosource_ccmadmissions,infosource_ccmcounselor,infosource_employer,infosource_other,interest,interest_webdev,interest_cybersec,interest_appdev,interest_dataanalytics,interest_mlai,interest_compprog,interest_gamedes,interest_hardware,gender,race_ethnicity,age
2023,2023-09-14 09:43:11-05:00,CMP 101 Computer Information Literacy,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,Early Childhood Education,No,No,No,No,No,No,3.0,No,Yes,No,No,No,Yes,No,Yes,Woman,Asian,25-34
2023,2023-09-14 13:15:17-05:00,CMP 101 Computer Information Literacy,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Not Sure,Not Sure,Not Sure,Yes,Yes,,,High Impact,,,,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No,No,Yes,Don't recall,Don't recall,No,Yes,Don't recall,No,No,Yes,High Impact,High Impact,Some Impact,No Impact,Some Impact,,High Impact,,No Impact,,,Humanities and Social Sciences (Liberal Arts & Sciences),Don't recall,No,Don't recall,Yes,Don't recall,Don't recall,5.0,Yes,No,No,Yes,Yes,No,No,No,Woman,White/Caucasian,35-64
2023,2023-09-14 21:06:17-05:00,CMP 101 Computer Information Literacy,No,Yes,No,No,Yes,No,No,No,No,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Man,White/Caucasian,19-20
2023,2023-09-14 21:14:12-05:00,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Not Sure,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,Yes,Don't recall,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),Yes,Yes,Yes,Yes,No,Yes,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Man,White/Caucasian,19-20
2023,2023-09-14 21:43:15-05:00,CMP 135 Computer Concepts with Applications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Criminal Justice,No,No,No,No,No,Yes,1.0,No,No,No,No,No,No,No,No,Man,White/Caucasian,19-20
2023,2023-09-15 09:53:34-05:00,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,Don't recall,Yes,Some Impact,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Broadcasting Arts and Technology,No,No,No,No,No,No,3.0,No,No,Yes,No,No,No,Yes,No,Man,Hispanic or Latino;Asian;White/Caucasian;Multi-Racial,19-20
2023,2023-09-15 12:12:42-05:00,CMP 101 Computer Information Literacy,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,2.0,No,No,No,No,No,No,No,No,Man,White/Caucasian,19-20
2023,2023-09-15 15:54:35-05:00,CMP 126 Computer Technology and Applications,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,No,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Communication,No,No,No,No,No,No,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Non-binary,White/Caucasian,25-34
2023,2023-09-15 20:09:18-05:00,CMP 126 Computer Technology and Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,Yes,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,High Impact,High Impact,No Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,Yes,No,No,3.0,Yes,No,Yes,No,No,No,Yes,No,Woman,Black/African American,19-20
2023,2023-09-15 20:26:42-05:00,CMP 126 Computer Technology and Applications,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Don't recall,Don't recall,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,Criminal Justice,Yes,Yes,Yes,Yes,No,No,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Woman,White/Caucasian,19-20
2023,2023-09-15 21:01:04-05:00,CMP 126 Computer Technology and Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,Broadcasting Arts and Technology,No,No,No,No,No,No,3.0,Yes,No,Yes,No,No,Yes,Yes,No,Man,White/Caucasian,19-20
2023,2023-09-15 21:24:48-05:00,CMP 101 Computer Information Literacy,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Humanities and Social Sciences (Liberal Arts & Sciences),No,No,No,No,No,No,3.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Man,Hispanic or Latino,19-20
2023,2023-09-17 19:19:11-05:00,CMP 101 Computer Information Literacy,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,,,Nursing,No,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,Woman,Choose not to reply,21-24
2023,2023-09-18 19:23:54-05:00,CMP 126 Computer Technology and Applications,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,,,,,,,,,,Musical Theatre,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Man,White/Caucasian,35-64
2023,2023-09-19 09:38:59-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,Yes,Yes,No,Yes,3.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2023,2023-09-19 09:39:11-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,Some Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Radiography,No,No,Yes,No,No,No,2.0,No,No,No,No,No,No,Yes,No,Woman,White/Caucasian,21-24
2023,2023-09-19 09:39:20-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Yes,Yes,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,High Impact,Some Impact,Criminal Justice,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,3.0,No,Yes,No,No,No,Yes,Yes,No,Man,Hispanic or Latino;White/Caucasian,21-24
2023,2023-09-19 09:40:38-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Radiography,No,No,No,No,No,No,2.0,No,Yes,No,No,No,No,No,No,Woman,Hispanic or Latino,18 and younger
2023,2023-09-19 09:41:29-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,High Impact,Exercise Science,No,No,No,Yes,No,No,2.0,No,No,No,Yes,No,No,No,No,Man,Hispanic or Latino,19-20
2023,2023-09-19 09:41:44-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,,No Impact,,No Impact,No Impact,Exercise Science,No,No,Yes,Yes,No,No,1.0,No,No,No,No,No,No,No,No,Man,Choose not to reply,19-20
2023,2023-09-19 09:42:50-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Some Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,Exercise Science,Yes,No,No,No,No,Yes,3.0,No,Yes,Yes,Yes,No,No,No,No,Man,Hispanic or Latino,19-20
2023,2023-09-19 09:42:52-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,Yes,No,No,No,No,No,2.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,21-24
2023,2023-09-19 09:43:12-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,High Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,High Impact,Music,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,19-20
2023,2023-09-19 09:43:14-05:00,CMP 135 Computer Concepts with Applications,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,,High Impact,High Impact,Exercise Science,Yes,No,No,No,Yes,No,1.0,No,No,No,No,No,No,No,No,Man,White/Caucasian,21-24
2023,2023-09-19 09:43:20-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Criminal Justice,Don't recall,No,No,No,No,Don't recall,2.0,No,No,No,No,No,No,No,No,Man,White/Caucasian,19-20
2023,2023-09-19 09:45:26-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,Yes,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Music,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,,Choose not to reply,19-20
2023,2023-09-19 09:46:42-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Some Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Music Recording,No,No,No,No,No,No,3.0,Yes,Yes,Yes,No,No,No,Yes,No,Man,White/Caucasian,19-20
2023,2023-09-19 09:51:18-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Don't recall,Don't recall,Don't recall,No,No,Yes,Don't recall,Yes,No,Yes,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,Criminal Justice,No,No,Yes,Yes,No,No,3.0,Yes,Yes,Yes,No,No,No,No,No,Woman,Hispanic or Latino,21-24
2023,2023-09-19 10:08:07-05:00,CMP 101 Computer Information Literacy,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Radiography,No,No,No,Yes,No,No,1.0,No,No,No,No,No,No,No,No,Woman,Hispanic or Latino,19-20
2023,2023-09-19 10:31:39-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,No,No,No,Yes,Yes,Yes,No,Don't recall,Yes,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Radiography,No,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,Woman,Asian;White/Caucasian,19-20
2023,2023-09-19 15:42:17-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Radiography,No,No,No,No,No,No,5.0,Yes,Yes,No,Yes,No,Yes,No,Yes,Man,White/Caucasian,35-64
2023,2023-09-19 16:12:14-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,Yes,No,No,High Impact,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Criminal Justice,No,No,No,No,No,Yes,2.0,No,Yes,No,Yes,Yes,No,Yes,Yes,Man,Black/African American;White/Caucasian,19-20
2023,2023-09-19 17:59:57-05:00,CMP 101 Computer Information Literacy,No,No,No,No,No,No,No,No,No,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Radiography,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,3.0,No,No,No,No,No,No,Yes,No,Prefer not to say,Choose not to reply,25-34
2023,2023-09-19 18:00:20-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,Yes,No,Yes,No,No,High Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Criminal Justice,No,No,Yes,No,No,No,2.0,No,No,No,No,No,No,No,No,Woman,Asian;White/Caucasian,19-20
2023,2023-09-19 18:00:50-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,Yes,No,Yes,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Criminal Justice,No,No,Yes,No,No,No,2.0,No,Yes,No,No,No,No,No,No,Woman,Hispanic or Latino,25-34
2023,2023-09-19 18:00:57-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Criminal Justice,No,No,No,No,No,No,2.0,No,No,No,No,Yes,No,Yes,No,Man,Hispanic or Latino;White/Caucasian,21-24
2023,2023-09-19 18:01:01-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,No,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,Radiography,Yes,No,Yes,Yes,No,Don't recall,4.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Woman,White/Caucasian,25-34
2023,2023-09-19 18:01:09-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Radiography,Yes,No,No,No,No,No,3.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,18 and younger
2023,2023-09-19 18:03:41-05:00,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Criminal Justice,No,No,No,No,No,No,3.0,No,Yes,No,No,No,No,No,No,Man,White/Caucasian,25-34
2023,2023-09-19 18:03:45-05:00,CMP 135 Computer Concepts with Applications,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Fire Science Technology,No,No,No,No,No,No,2.0,No,Yes,No,No,No,No,No,No,Man,White/Caucasian,21-24
2023,2023-09-19 18:04:34-05:00,CMP 135 Computer Concepts with Applications,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,Criminal Justice,No,No,No,No,No,No,1.0,No,No,No,No,No,No,No,No,Prefer not to say,Multi-Racial,19-20
2023,2023-09-19 18:05:55-05:00,CMP 101 Computer Information Literacy,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Some Impact,No Impact,No Impact,,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,,Nursing,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,3.0,No,No,No,No,No,No,No,No,Woman,White/Caucasian,21-24
2023,2023-09-19 18:07:54-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,,,,,,,,Some Impact,Some Impact,,,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Radiography,No,Yes,Yes,Yes,No,No,5.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Woman,Hispanic or Latino,25-34
2023,2023-09-19 18:08:11-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Some Impact,,,,,,,High Impact,Some Impact,Some Impact,No Impact,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Some Impact,Some Impact,High Impact,No Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,Music,No,No,No,Yes,No,No,3.0,Yes,No,Yes,No,No,No,Yes,Yes,Man,Asian;White/Caucasian;Multi-Racial,21-24
2023,2023-09-19 22:44:14-05:00,CMP 135 Computer Concepts with Applications,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Not Sure,Not Sure,Not Sure,Not Sure,No Impact,No Impact,,,,,No Impact,No Impact,No Impact,No Impact,No Impact,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,No,High Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Public Health,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,2.0,Yes,Yes,No,No,Yes,No,No,Yes,Prefer not to say,Choose not to reply,21-24
2022,2022-09-30 11:06:53-05:00,CMP 101 Computer Information Literacy,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,No,No,No,No,No,Yes,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Early Childhood Education,No,No,Yes,Yes,No,No,3.0,No,Yes,Yes,No,No,Yes,No,No,Woman,Hispanic or Latino,18 and younger
